model,regime,n_features,n_train,seed,rmse,r2,fit_predict_seconds,error,signal_regime
xgboost,scaling_n,100,400,3,3.2153310556816437,0.5577871874505623,0.4352960586547851,,fixed
xgboost,scaling_n,100,400,4,2.8204055954817946,0.6794376703122411,0.4436991214752197,,fixed
xgboost,scaling_n,200,800,0,2.9387764075573446,0.6140053875492126,0.8727757930755615,,fixed
xgboost,scaling_n,200,800,1,2.8051446458436526,0.6904344122793802,0.8458700180053711,,fixed
xgboost,scaling_n,200,800,2,2.608004591771101,0.7299640925986847,0.886833906173706,,fixed
xgboost,scaling_n,200,800,3,2.627173404590692,0.6947165967367321,0.8426029682159424,,fixed
xgboost,scaling_n,200,800,4,2.723889122897204,0.7126715398185601,0.8729360103607178,,fixed
xgboost,scaling_n,500,2000,0,2.332266695862423,0.7775459141329268,3.1313278675079346,,fixed
xgboost,scaling_n,500,2000,1,2.2494471511939182,0.774220273996914,3.1217517852783203,,fixed
xgboost,scaling_n,500,2000,2,2.1677150879953135,0.771402139948249,3.092411994934082,,fixed
xgboost,scaling_n,500,2000,3,2.320503536732857,0.7606038709246091,3.1048929691314697,,fixed
xgboost,scaling_n,500,2000,4,2.2393328235545455,0.7839189173379424,3.094957113265991,,fixed
xgboost,scaling_n,1000,2000,0,2.2304725941552292,0.7965406051831678,5.391103982925415,,fixed
xgboost,scaling_n,1000,2000,1,2.14179369563787,0.7953137709942915,5.386048793792725,,fixed
xgboost,scaling_n,1000,2000,2,2.142515613605359,0.7766861028289982,5.481105327606201,,fixed
xgboost,scaling_n,1000,2000,3,2.3190761892642793,0.7608982866518073,5.4323039054870605,,fixed
xgboost,scaling_n,1000,2000,4,2.2624705845634723,0.7794305611765338,5.424949884414673,,fixed
xgboost,scaling_n,2000,2000,0,2.2034358121566457,0.8014431963928518,9.65430784225464,,fixed
xgboost,scaling_n,2000,2000,1,2.18298670905027,0.7873646157803367,9.375876665115356,,fixed
xgboost,scaling_n,2000,2000,2,2.1074088594096083,0.7839444819781156,9.614797830581663,,fixed
xgboost,scaling_n,2000,2000,3,2.2078529384196144,0.7832830204631964,9.31857204437256,,fixed
xgboost,scaling_n,2000,2000,4,2.2116484528311675,0.7892286160545012,9.091696739196776,,fixed
xgboost,scaling_n,5000,2000,0,2.3420436568115734,0.7756769309646449,20.597432851791385,,fixed
xgboost,scaling_n,5000,2000,1,2.0288450263425992,0.8163330126328592,19.955638885498047,,fixed
xgboost,scaling_n,5000,2000,2,2.1754156444478534,0.769775120399969,20.616143941879272,,fixed
xgboost,scaling_n,5000,2000,3,2.4372685792470428,0.7359054531232175,20.773441076278687,,fixed
xgboost,scaling_n,5000,2000,4,2.202056109523222,0.7910529629782767,20.5378680229187,,fixed
xgboost,scaling_n,10000,2000,0,2.2616116173297542,0.7908200676494921,37.8734610080719,,fixed
xgboost,scaling_n,10000,2000,1,2.1151568046195792,0.8003733628781438,36.40379500389099,,fixed
xgboost,scaling_n,10000,2000,2,2.082293649694036,0.7890635129297523,37.672106981277466,,fixed
xgboost,scaling_n,10000,2000,3,2.2507035310978867,0.7747891866576392,36.83075976371765,,fixed
xgboost,scaling_n,10000,2000,4,2.14435536380653,0.8018596287481713,36.99072480201721,,fixed
